customer_number,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,customers_balance_view
4404,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,915.5,1587.0,1277.0,685.0,113.0,Q2
4405,No,Cash Back,Postcard,High,1,No,Low,1,2,5,Yes,687.5,954.0,678.0,539.0,579.0,Q2
4406,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,662.25,644.0,616.0,819.0,570.0,Q2
4407,No,Cash Back,Postcard,Low,1,No,Low,3,1,4,Yes,1207.25,334.0,646.0,1651.0,2198.0,Q3
4408,No,Air Miles,Letter,Medium,2,No,Low,3,1,2,No,1022.5,743.0,576.0,1393.0,1378.0,Q3
4409,No,Air Miles,Letter,Medium,1,No,High,3,1,4,No,1232.75,2107.0,1338.0,888.0,598.0,Q3
4410,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,731.25,958.0,633.0,776.0,558.0,Q2
4411,No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,1307.5,704.0,1415.0,1804.0,1307.0,Q3
4412,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,622.75,562.0,623.0,775.0,531.0,Q2
4413,No,Cash Back,Postcard,High,2,No,Low,1,1,4,Yes,1010.75,27.0,1003.0,2115.0,898.0,Q3
4414,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,963.75,1227.0,466.0,809.0,1353.0,Q3
4415,No,Points,Postcard,Medium,1,Yes,Low,2,3,3,No,1209.5,678.0,430.0,2210.0,1520.0,Q3
4416,No,Points,Postcard,Medium,1,No,High,3,1,5,Yes,882.5,916.0,769.0,953.0,892.0,Q2
4417,No,Cash Back,Letter,High,2,No,High,2,1,5,Yes,1261.0,853.0,1025.0,1204.0,1962.0,Q3
4418,No,Cash Back,Letter,Low,2,No,High,1,1,2,No,155.0,368.0,102.0,19.0,131.0,Q1
4419,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1175.25,1938.0,1481.0,860.0,422.0,Q3
4420,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,975.0,1987.0,1069.0,513.0,331.0,Q3
4421,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,1017.5,2077.0,1043.0,426.0,524.0,Q3
4422,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,1,Yes,162.75,81.0,431.0,128.0,11.0,Q1
4423,No,Air Miles,Letter,Low,1,Yes,High,2,1,4,Yes,157.75,180.0,199.0,123.0,129.0,Q1
4424,No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,No,873.25,73.0,630.0,1341.0,1449.0,Q2
4425,No,Points,Postcard,Medium,1,No,High,1,2,3,Yes,1118.0,581.0,931.0,965.0,1995.0,Q3
4426,No,Cash Back,Letter,Low,1,No,Low,3,1,2,Yes,960.75,410.0,1103.0,1822.0,508.0,Q3
4427,No,Cash Back,Postcard,High,1,No,Low,2,2,2,Yes,1002.25,203.0,1406.0,1612.0,788.0,Q3
4428,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,281.25,211.0,225.0,314.0,375.0,Q2
4429,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1071.75,1291.0,1697.0,579.0,720.0,Q3
4430,No,Cash Back,Letter,Low,1,No,Low,2,2,5,No,699.25,514.0,713.0,660.0,910.0,Q2
4431,No,Points,Postcard,Low,1,No,High,2,1,5,Yes,873.25,144.0,462.0,1946.0,941.0,Q2
4432,No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,1300.5,824.0,1436.0,2100.0,842.0,Q3
4433,No,Air Miles,Letter,Medium,3,No,High,2,2,3,No,981.5,1501.0,1359.0,647.0,419.0,Q3
4434,No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,1121.0,1937.0,1450.0,802.0,295.0,Q3
4435,No,Air Miles,Letter,Medium,2,Yes,Medium,3,2,1,Yes,818.75,971.0,430.0,1457.0,417.0,Q2
4436,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,354.75,96.0,479.0,451.0,393.0,Q2
4437,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,295.0,333.0,199.0,368.0,280.0,Q2
4438,No,Air Miles,Letter,High,2,No,Low,2,2,2,No,175.75,89.0,53.0,325.0,236.0,Q1
4439,No,Cash Back,Postcard,High,1,No,High,1,1,2,No,1172.5,849.0,860.0,2079.0,902.0,Q3
4440,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,846.25,884.0,921.0,709.0,871.0,Q2
4441,No,Points,Letter,Low,1,No,High,2,1,5,No,1838.5,1766.0,1688.0,1913.0,1987.0,Q4
4442,No,Cash Back,Postcard,Medium,2,No,Low,3,1,4,Yes,1161.75,159.0,1185.0,1739.0,1564.0,Q3
4443,No,Cash Back,Postcard,Medium,2,No,High,3,1,3,Yes,1304.25,1033.0,932.0,2002.0,1250.0,Q3
4444,No,Cash Back,Letter,Medium,3,No,High,1,1,2,Yes,1265.5,1740.0,1567.0,1322.0,433.0,Q3
4445,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,823.5,941.0,752.0,832.0,769.0,Q2
4446,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,Yes,146.0,282.0,52.0,214.0,36.0,Q1
4447,No,Cash Back,Letter,High,2,No,Low,2,1,3,Yes,1382.0,1232.0,1213.0,1905.0,1178.0,Q3
4448,No,Air Miles,Letter,Medium,1,No,High,2,2,6,No,127.75,125.0,195.0,143.0,48.0,Q1
4449,No,Cash Back,Letter,High,2,No,High,1,1,3,No,791.25,786.0,980.0,613.0,786.0,Q2
4450,Yes,Points,Postcard,Medium,1,No,Medium,1,2,4,No,1199.5,1277.0,1612.0,959.0,950.0,Q3
4451,No,Cash Back,Letter,Medium,1,Yes,High,2,1,4,No,1088.0,676.0,1343.0,1489.0,844.0,Q3
4452,No,Points,Postcard,High,2,No,Medium,2,1,5,No,705.75,832.0,641.0,608.0,742.0,Q2
4453,No,Points,Postcard,Medium,1,No,High,2,2,5,No,1254.5,1100.0,1056.0,1408.0,1454.0,Q3
4454,No,Air Miles,Postcard,High,2,Yes,Medium,1,1,4,No,119.0,25.0,40.0,353.0,58.0,Q1
4455,No,Points,Postcard,High,1,No,Low,2,1,4,Yes,1324.25,572.0,1078.0,1664.0,1983.0,Q3
4456,No,Cash Back,Letter,High,1,No,High,2,1,3,No,974.5,893.0,1051.0,1292.0,662.0,Q3
4457,No,Air Miles,Postcard,High,1,No,High,1,1,2,No,964.75,1947.0,1060.0,679.0,173.0,Q3
4458,No,Air Miles,Postcard,High,1,No,Medium,4,1,3,No,1015.0,1744.0,1494.0,654.0,168.0,Q3
4459,No,Cash Back,Postcard,Medium,1,No,Medium,4,1,3,Yes,696.5,592.0,504.0,712.0,978.0,Q2
4460,No,Air Miles,Letter,Medium,1,No,Medium,1,2,4,No,1261.25,1702.0,1418.0,1056.0,869.0,Q3
4461,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,744.75,842.0,672.0,705.0,760.0,Q2
4462,No,Points,Letter,Low,2,No,Low,2,2,4,Yes,1357.75,1090.0,1027.0,1668.0,1646.0,Q3
4463,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,952.75,73.0,1488.0,1545.0,705.0,Q3
4464,No,Points,Postcard,High,1,No,Low,1,1,3,Yes,1052.5,674.0,1522.0,1431.0,583.0,Q3
4465,Yes,Points,Letter,Low,2,No,Low,1,1,4,Yes,628.75,742.0,541.0,636.0,596.0,Q2
4466,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1101.75,1781.0,1320.0,994.0,312.0,Q3
4467,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,787.5,578.0,959.0,733.0,880.0,Q2
4468,No,Cash Back,Letter,Medium,1,No,Low,1,2,5,Yes,1174.0,73.0,1050.0,1579.0,1994.0,Q3
4469,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1153.5,72.0,1184.0,1780.0,1578.0,Q3
4470,No,Points,Letter,Medium,1,No,High,4,1,4,Yes,1024.0,1223.0,1511.0,801.0,561.0,Q3
4471,No,Cash Back,Letter,Low,1,No,High,1,2,4,Yes,1367.5,980.0,1261.0,2015.0,1214.0,Q3
4472,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,677.0,745.0,817.0,582.0,564.0,Q2
4473,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,2,Yes,940.5,249.0,730.0,1413.0,1370.0,Q2
4474,No,Points,Letter,High,2,No,Low,3,1,2,No,230.0,29.0,415.0,189.0,287.0,Q1
4475,No,Points,Letter,Medium,1,No,Low,2,1,2,No,921.0,1728.0,1375.0,515.0,66.0,Q2
4476,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,1216.5,936.0,1277.0,2044.0,609.0,Q3
4477,No,Cash Back,Postcard,Low,1,No,Low,3,1,5,Yes,1057.0,1957.0,1284.0,749.0,238.0,Q3
4478,No,Points,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,1039.5,660.0,478.0,1220.0,1800.0,Q3
4479,No,Air Miles,Letter,High,1,No,Low,2,2,5,No,882.5,982.0,972.0,642.0,934.0,Q2
4480,Yes,Air Miles,Letter,Low,1,No,Low,1,1,3,No,1039.5,379.0,1093.0,2051.0,635.0,Q3
4481,No,Air Miles,Postcard,Medium,2,No,High,2,2,5,Yes,1271.0,831.0,1779.0,1726.0,748.0,Q3
4482,No,Cash Back,Postcard,Medium,2,No,Low,1,2,3,No,287.75,495.0,110.0,75.0,471.0,Q2
4483,No,Air Miles,Postcard,Low,1,Yes,Low,2,2,5,Yes,970.75,1838.0,1312.0,649.0,84.0,Q3
4484,No,Points,Letter,Medium,1,No,Low,3,1,6,No,196.25,410.0,134.0,67.0,174.0,Q1
4485,No,Cash Back,Letter,High,2,No,High,2,1,4,Yes,959.5,90.0,592.0,1283.0,1873.0,Q3
4486,No,Points,Postcard,Low,1,No,High,2,2,4,Yes,751.75,704.0,849.0,638.0,816.0,Q2
4487,No,Air Miles,Postcard,High,2,No,High,2,1,5,Yes,765.5,787.0,814.0,848.0,613.0,Q2
4488,No,Cash Back,Letter,High,2,No,High,1,1,3,Yes,958.25,702.0,557.0,1365.0,1209.0,Q3
4489,No,Air Miles,Letter,Low,2,No,Low,2,1,2,No,1135.5,1905.0,1106.0,596.0,935.0,Q3
4490,No,Air Miles,Postcard,Low,1,No,Low,2,1,4,Yes,169.5,429.0,44.0,61.0,144.0,Q1
4491,No,Points,Letter,Medium,2,No,Medium,3,1,4,Yes,810.5,679.0,912.0,985.0,666.0,Q2
4492,No,Points,Letter,Medium,1,No,Low,1,1,5,Yes,129.5,31.0,143.0,56.0,288.0,Q1
4493,No,Air Miles,Letter,Medium,1,Yes,High,2,1,3,Yes,1030.75,1787.0,1248.0,992.0,96.0,Q3
4494,No,Cash Back,Letter,Medium,1,No,High,2,1,2,No,778.25,882.0,844.0,561.0,826.0,Q2
4495,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,832.75,1230.0,504.0,928.0,669.0,Q2
4496,No,Cash Back,Postcard,Medium,2,No,High,2,2,5,Yes,1113.25,1671.0,1546.0,564.0,672.0,Q3
4497,No,Points,Postcard,Medium,1,Yes,High,1,1,2,Yes,906.5,1626.0,1017.0,829.0,154.0,Q2
4498,No,Air Miles,Letter,Low,1,Yes,High,1,1,3,Yes,1256.5,881.0,875.0,1105.0,2165.0,Q3
4499,No,Points,Letter,Medium,1,Yes,Low,3,1,2,Yes,1187.75,1679.0,1498.0,1032.0,542.0,Q3
4500,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,730.75,556.0,836.0,672.0,859.0,Q2
4501,No,Points,Letter,Low,1,No,Low,1,2,3,Yes,652.5,670.0,880.0,511.0,549.0,Q2
4502,No,Points,Postcard,High,3,Yes,Medium,1,2,5,Yes,1127.0,955.0,696.0,1510.0,1347.0,Q3
4503,No,Points,Letter,High,1,No,High,1,2,5,No,1139.0,1339.0,1473.0,994.0,750.0,Q3
4504,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1283.25,531.0,1841.0,2189.0,572.0,Q3
4505,Yes,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1044.75,758.0,438.0,2195.0,788.0,Q3
4506,No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,1073.75,159.0,1603.0,1831.0,702.0,Q3
4507,No,Points,Letter,Medium,1,No,Low,3,1,3,Yes,1041.5,388.0,638.0,958.0,2182.0,Q3
4508,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,972.75,1349.0,1194.0,575.0,773.0,Q3
4509,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,1041.5,520.0,1205.0,1966.0,475.0,Q3
4510,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,4,No,1066.75,1657.0,1435.0,913.0,262.0,Q3
4511,No,Cash Back,Letter,Medium,2,Yes,Medium,2,1,4,No,1130.25,166.0,937.0,1413.0,2005.0,Q3
4512,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,1165.75,967.0,1269.0,1214.0,1213.0,Q3
4513,No,Points,Postcard,Medium,1,No,High,1,1,4,No,210.0,252.0,149.0,400.0,39.0,Q1
4514,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,772.0,809.0,564.0,774.0,941.0,Q2
4515,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,838.25,976.0,568.0,872.0,937.0,Q2
4516,No,Cash Back,Letter,Medium,1,No,Low,2,2,4,No,1083.5,1528.0,1391.0,969.0,446.0,Q3
4517,No,Points,Letter,Low,1,No,Medium,1,1,3,No,1047.0,1329.0,930.0,1083.0,846.0,Q3
4518,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,1199.75,1895.0,1684.0,468.0,752.0,Q3
4519,No,Cash Back,Postcard,Low,1,No,High,1,1,3,No,854.25,752.0,926.0,867.0,872.0,Q2
4520,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,905.5,58.0,1238.0,1430.0,896.0,Q2
4521,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,No,104.5,62.0,232.0,114.0,10.0,Q1
4522,No,Cash Back,Letter,High,2,No,High,2,1,2,Yes,1642.5,1639.0,1805.0,1608.0,1518.0,Q3
4523,No,Air Miles,Postcard,High,1,No,Low,3,2,3,Yes,340.75,454.0,410.0,395.0,104.0,Q2
4524,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,4,Yes,926.75,1815.0,1121.0,572.0,199.0,Q2
4525,No,Air Miles,Letter,Medium,1,No,Low,2,2,5,Yes,187.0,166.0,212.0,51.0,319.0,Q1
4526,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,1099.75,1464.0,1387.0,1388.0,160.0,Q3
4527,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,928.0,1595.0,1403.0,663.0,51.0,Q2
4528,No,Air Miles,Letter,Medium,1,No,High,1,1,4,No,1832.25,1976.0,1749.0,1912.0,1692.0,Q4
4529,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,2,3,No,969.25,1636.0,1099.0,875.0,267.0,Q3
4530,No,Points,Letter,Medium,1,No,Medium,2,1,6,Yes,943.5,249.0,775.0,889.0,1861.0,Q3
4531,No,Points,Letter,Low,2,Yes,High,3,1,3,Yes,1080.75,705.0,1238.0,876.0,1504.0,Q3
4532,No,Cash Back,Letter,High,3,Yes,Low,3,1,4,Yes,769.0,963.0,651.0,867.0,595.0,Q2
4533,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,Yes,1348.75,2012.0,1739.0,1085.0,559.0,Q3
4534,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1164.25,458.0,1015.0,1320.0,1864.0,Q3
4535,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,935.0,224.0,1533.0,1417.0,566.0,Q2
4536,No,Points,Letter,High,1,No,Medium,2,2,4,No,1458.25,630.0,1344.0,1792.0,2067.0,Q3
4537,No,Air Miles,Postcard,High,2,No,High,2,2,4,No,861.25,1337.0,1017.0,745.0,346.0,Q2
4538,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,640.5,571.0,675.0,503.0,813.0,Q2
4539,No,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,982.0,1799.0,1214.0,838.0,77.0,Q3
4540,No,Air Miles,Letter,High,1,Yes,High,2,1,5,No,1352.25,751.0,1054.0,1937.0,1667.0,Q3
4541,No,Air Miles,Postcard,High,2,No,Low,1,1,3,No,999.5,2112.0,1285.0,410.0,191.0,Q3
4542,No,Air Miles,Postcard,High,1,No,Low,2,1,3,No,105.25,58.0,82.0,52.0,229.0,Q1
4543,No,Points,Letter,Medium,1,No,Medium,4,1,3,Yes,997.25,1588.0,1016.0,487.0,898.0,Q3
4544,Yes,Points,Letter,Medium,1,No,Low,1,2,5,No,999.0,616.0,655.0,1309.0,1416.0,Q3
4545,No,Points,Postcard,Medium,2,No,Medium,1,1,1,Yes,954.75,456.0,436.0,1564.0,1363.0,Q3
4546,No,Air Miles,Letter,High,1,No,High,1,1,3,No,296.5,467.0,284.0,284.0,151.0,Q2
4547,No,Points,Letter,Low,1,No,Low,2,1,2,Yes,235.75,1.0,225.0,333.0,384.0,Q1
4548,No,Air Miles,Letter,Low,1,No,High,2,2,1,Yes,1129.25,653.0,872.0,1415.0,1577.0,Q3
4549,No,Points,Letter,Medium,1,No,High,1,1,2,No,902.25,1693.0,1080.0,721.0,115.0,Q2
4550,No,Air Miles,Postcard,High,1,No,High,2,1,5,No,991.75,593.0,656.0,1510.0,1208.0,Q3
4551,No,Points,Letter,Medium,1,Yes,Low,2,2,4,No,1174.0,304.0,838.0,1765.0,1789.0,Q3
4552,No,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,859.75,778.0,849.0,841.0,971.0,Q2
4553,No,Air Miles,Postcard,Low,1,No,High,3,1,4,Yes,1207.75,234.0,1082.0,1682.0,1833.0,Q3
4554,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,4,No,1054.75,1969.0,1123.0,860.0,267.0,Q3
4555,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,275.0,466.0,281.0,180.0,173.0,Q2
4556,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,No,1145.5,973.0,959.0,1367.0,1283.0,Q3
4557,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,4,Yes,946.75,1551.0,1181.0,896.0,159.0,Q3
4558,No,Air Miles,Letter,High,2,Yes,Low,2,1,5,Yes,1019.5,95.0,474.0,1328.0,2181.0,Q3
4559,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,943.25,1947.0,803.0,544.0,479.0,Q3
4560,No,Cash Back,Letter,High,1,Yes,Low,3,1,5,Yes,1488.0,1481.0,1120.0,1718.0,1633.0,Q3
4561,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,972.25,1933.0,1068.0,631.0,257.0,Q3
4562,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,726.75,562.0,776.0,721.0,848.0,Q2
4563,No,Air Miles,Letter,Medium,1,No,High,1,1,1,Yes,269.25,167.0,202.0,477.0,231.0,Q2
4564,Yes,Air Miles,Postcard,High,1,No,High,1,1,4,Yes,121.0,95.0,31.0,155.0,203.0,Q1
4565,No,Cash Back,Postcard,Medium,1,No,High,4,1,1,Yes,908.5,602.0,1193.0,1309.0,530.0,Q2
4566,No,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,1105.25,1045.0,1095.0,1056.0,1225.0,Q3
4567,No,Cash Back,Postcard,High,2,No,Medium,3,1,2,Yes,1281.25,787.0,756.0,1656.0,1926.0,Q3
4568,No,Cash Back,Letter,Medium,1,No,Low,3,2,4,No,679.5,689.0,685.0,755.0,589.0,Q2
4569,No,Air Miles,Postcard,High,1,No,High,2,1,3,No,889.5,1410.0,823.0,996.0,329.0,Q2
4570,No,Points,Letter,Medium,1,No,Low,2,1,4,No,1033.25,1456.0,1073.0,841.0,763.0,Q3
4571,Yes,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,358.5,82.0,441.0,431.0,480.0,Q2
4572,No,Points,Letter,Low,1,No,Medium,1,1,5,Yes,1403.5,2074.0,1438.0,1085.0,1017.0,Q3
4573,No,Air Miles,Letter,High,1,No,Medium,1,1,1,No,1126.0,1938.0,991.0,995.0,580.0,Q3
4574,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,4,No,696.75,976.0,543.0,525.0,743.0,Q2
4575,No,Air Miles,Letter,Low,1,No,High,2,1,5,No,1208.25,1995.0,1478.0,812.0,548.0,Q3
4576,No,Cash Back,Postcard,Low,2,No,High,1,2,3,Yes,928.5,1817.0,1053.0,517.0,327.0,Q2
4577,No,Air Miles,Postcard,Low,2,No,High,2,1,6,Yes,1083.25,1795.0,872.0,1240.0,426.0,Q3
4578,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1326.25,1780.0,1222.0,1284.0,1019.0,Q3
4579,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,835.25,117.0,1602.0,1215.0,407.0,Q2
4580,No,Air Miles,Letter,Low,2,No,Medium,2,1,4,Yes,910.25,1532.0,1032.0,708.0,369.0,Q2
4581,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,1330.0,770.0,1008.0,2150.0,1392.0,Q3
4582,No,Air Miles,Letter,Medium,1,No,High,1,2,5,No,1219.0,1129.0,1467.0,1683.0,597.0,Q3
4583,No,Cash Back,Letter,Low,2,No,Low,2,2,4,Yes,982.0,1800.0,1370.0,638.0,120.0,Q3
4584,No,Points,Letter,Low,1,No,Low,1,2,4,Yes,736.5,1221.0,1146.0,516.0,63.0,Q2
4585,No,Points,Postcard,High,1,No,Low,1,1,2,No,812.0,748.0,973.0,875.0,652.0,Q2
4586,No,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,1250.25,447.0,1668.0,2093.0,793.0,Q3
4587,No,Points,Postcard,Medium,1,No,Medium,2,1,1,Yes,945.5,1615.0,1251.0,898.0,18.0,Q3
4588,No,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,1033.25,56.0,1355.0,1990.0,732.0,Q3
4589,No,Air Miles,Postcard,Medium,1,No,High,1,2,5,No,240.5,487.0,300.0,7.0,168.0,Q2
4590,No,Points,Postcard,Medium,1,No,High,3,1,3,No,364.25,210.0,447.0,368.0,432.0,Q2
4591,No,Points,Postcard,Low,1,No,Medium,2,1,2,Yes,1009.25,1696.0,1116.0,728.0,497.0,Q3
4592,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1169.25,1029.0,640.0,1180.0,1828.0,Q3
4593,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1128.5,1254.0,875.0,1341.0,1044.0,Q3
4594,No,Cash Back,Postcard,Medium,1,No,Low,1,2,5,No,1128.0,1709.0,1475.0,837.0,491.0,Q3
4595,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,No,1144.0,2040.0,1144.0,906.0,486.0,Q3
4596,No,Points,Postcard,High,2,No,Medium,3,1,3,Yes,255.25,495.0,173.0,74.0,279.0,Q2
4597,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,1025.75,72.0,1640.0,1893.0,498.0,Q3
4598,No,Air Miles,Postcard,Medium,2,Yes,Medium,2,1,4,Yes,888.25,206.0,879.0,1498.0,970.0,Q2
4599,No,Cash Back,Postcard,Medium,1,No,High,1,2,3,Yes,1077.0,998.0,1142.0,945.0,1223.0,Q3
4600,No,Air Miles,Letter,Medium,2,No,High,2,1,3,Yes,1040.25,1355.0,1557.0,841.0,408.0,Q3
4601,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1125.5,1826.0,1542.0,691.0,443.0,Q3
4602,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,860.75,737.0,856.0,1362.0,488.0,Q2
4603,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,994.0,95.0,1586.0,1509.0,786.0,Q3
4604,No,Points,Letter,Low,1,No,Medium,1,1,6,Yes,935.0,1533.0,1240.0,707.0,260.0,Q2
4605,No,Air Miles,Postcard,High,1,No,Low,2,1,2,No,305.5,383.0,7.0,453.0,379.0,Q2
4606,No,Points,Letter,Low,1,No,High,2,1,3,Yes,1623.25,1376.0,1433.0,2289.0,1395.0,Q3
4607,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,2,No,1243.5,612.0,1641.0,1525.0,1196.0,Q3
4608,Yes,Points,Postcard,Medium,2,No,Low,3,1,4,No,1008.5,1641.0,1141.0,827.0,425.0,Q3
4609,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,4,Yes,1390.75,684.0,1427.0,2165.0,1287.0,Q3
4610,Yes,Air Miles,Postcard,Medium,1,Yes,Low,2,1,2,Yes,299.5,477.0,376.0,135.0,210.0,Q2
4611,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,1062.5,357.0,1162.0,845.0,1886.0,Q3
4612,No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,170.5,69.0,116.0,373.0,124.0,Q1
4613,No,Cash Back,Postcard,High,1,No,Low,2,1,1,No,1092.0,84.0,1148.0,1641.0,1495.0,Q3
4614,No,Air Miles,Letter,Low,1,No,High,2,1,3,Yes,1340.25,367.0,1282.0,1784.0,1928.0,Q3
4615,No,Points,Postcard,Medium,1,No,High,1,1,4,No,950.0,1564.0,1292.0,868.0,76.0,Q3
4616,No,Points,Letter,Medium,1,No,Medium,3,1,1,No,930.0,1271.0,1577.0,730.0,142.0,Q2
4617,No,Points,Letter,High,2,No,High,1,1,2,No,313.25,410.0,134.0,448.0,261.0,Q2
4618,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,769.25,695.0,870.0,588.0,924.0,Q2
4619,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,1068.25,1921.0,1179.0,825.0,348.0,Q3
4620,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,1034.25,1915.0,1050.0,907.0,265.0,Q3
4621,No,Points,Postcard,High,2,No,Medium,2,1,4,No,260.5,266.0,174.0,247.0,355.0,Q2
4622,No,Cash Back,Postcard,Medium,2,No,High,3,1,2,Yes,1548.25,1465.0,1778.0,1664.0,1286.0,Q3
4623,No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,1281.75,696.0,1311.0,1650.0,1470.0,Q3
4624,No,Points,Postcard,Low,1,No,Medium,1,1,3,No,1051.25,1813.0,829.0,1339.0,224.0,Q3
4625,No,Points,Postcard,Medium,1,No,Medium,3,1,4,Yes,1131.5,737.0,1313.0,1615.0,861.0,Q3
4626,No,Points,Letter,Low,1,No,Medium,1,1,3,Yes,989.5,619.0,582.0,1082.0,1675.0,Q3
4627,No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,745.75,632.0,702.0,789.0,860.0,Q2
4628,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,1385.25,1873.0,1628.0,1256.0,784.0,Q3
4629,No,Cash Back,Letter,High,1,No,Low,2,2,3,Yes,1023.25,1372.0,1519.0,420.0,782.0,Q3
4630,No,Points,Letter,Low,1,No,Medium,2,1,2,No,1066.0,1831.0,1022.0,772.0,639.0,Q3
4631,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,268.0,261.0,347.0,265.0,199.0,Q2
4632,No,Cash Back,Letter,Low,2,Yes,High,2,1,4,Yes,274.75,433.0,282.0,348.0,36.0,Q2
